13.92,	16.22,	18.59,	20.88,	23.24
14.15,	16.12,	18.62,	20.72,	23.11
14.09,	16.26,	18.57,	20.77,	23.24
14.03,	16.20,	18.48,	20.92,	23.21

15.20,	17.30,	19.77,	22.02,	24.56
15.29,	17.35,	19.68,	22.29,	24.55
15.45,	17.40,	19.88,	22.34,	24.66
15.44,	17.36,	19.73,	22.19,	24.71
