14.51,	16.69,	18.99,	21.39,	23.91
14.50,	16.73,	19.18,	21.51,	23.81
14.55,	16.72,  19.14,	21.58,	23.89
14.75,	16.94,	19.24,	21.56,	23.86

15.71,	17.99,	20.32,	22.74,	24.87
15.84,	17.89,	20.30,	22.72,	24.96
15.79,	17.94,	20.26,	22.84,	25.14
15.76,	17.90,	20.35,	22.77,	25.03
