14.00,	16.13,	18.70,	21.04,	23.26
13.91,	16.07,	18.59,	20.93,	23.20
13.72,	15.99,	18.56,	20.91,	23.33
13.85,	16.06,	18.51,	21.01,	23.31

15.25,	17.40,	20.02,	22.47,	24.95
15.26,	17.52,	20.13,	22.46,	24.88
15.27,	17.54,	20.03,	22.55,	24.78
15.22,	17.54,	19.94,	22.30,	24.72
