13.28,	15.51,	17.77,	19.76,	22.34
13.39,	15.54,	17.70,	19.99,	22.18
13.34,	15.47,	17.88,	19.89,	22.33
13.27,	15.50,	17.85,	19.86,	22.51

14.55,	16.59,	19.06,	21.35,	23.67
14.54,	16.72,	18.82,	21.35,	23.73
14.56,	16.55,	18.97,	21.17,	23.67
14.46,	16.64,	18.90,	21.32,	23.90
