17.28,	19.48,	21.79,	24.32,	26.48
17.26,	19.44,	21.89,	24.05,	26.53
17.15,	19.41,	21.92,	24.23,	26.47
17.11,	19.46,	21.82,	24.38,	26.53

18.63,	20.86,	23.26,	25.68,	27.54
18.34,	20.84,	23.18,	25.62,	27.79
18.44,	20.79,	22.98,	25.66,	28.40
18.47,	20.73,	23.15,	25.52,	27.85
