14.82,	17.01,	19.42,	21.70,	24.01
14.66,	17.22,	19.41,	21.67,	24.01
14.70,	17.02,	19.30,	21.68,	24.04
14.69,	17.05,	19.27,	21.68,	23.94

15.77,	18.00,	20.40,	22.86,	25.12
15.85,	17.96,	20.26,	22.73,	25.21
15.68,	18.22,	20.32,	22.76,	25.03
15.82,	17.97,	20.35,	22.83,	24.99
