13.14,	15.51,	17.73,	20.23,	22.50
13.24,	15.34,	17.74,	20.17,	22.48
13.17,	15.39,	17.81,	20.03,	22.52
13.14,	15.43,	17.86,	20.23,	22.58

14.73,	16.75,	19.35,	21.73,	24.1
14.64,	16.82,	19.21,	21.75,	24.1
14.71,	16.84,	19.40,	21.71,	24.25
14.76,	16.86,	19.24,	21.75,	24.2
